kanji,kana,roman,lat,lng,class
土佐海盆,とさかいぼん,Tosa Kaibon,32.833,133.783,Undersea feature
土佐市,とさし,Tosa Shi,33.500,133.433,Municipality
土佐湾,とさわん,Tosa Wan,33.333,133.683,Sea Area
戸崎鼻,とさきばな,Tosaki Bana,31.783,131.483,Cape
土佐清水市,とさしみずし,Tosashimizu Shi,32.783,132.950,Municipality
答志島,とうしじま,Toshi Jima,34.517,136.883,Island
利別川,としべつがわ,Toshibetsu Gawa,42.867,143.450,River
豊島区,としまく,Toshima Ku,35.733,139.717,Municipality
十島村,としまむら,Toshima Mura,31.600,130.567,Municipality
利島村,としまむら,Toshima Mura,34.533,139.283,Municipality
遠島山,とおしまやま,Toshima Yama,40.017,141.650,Mountain
鳥栖市,とすし,Tosu Shi,33.383,130.500,Municipality
土々呂,ととろ,Totoro,32.517,131.683,Populated area
十津川,とつかわ,Totsu Kawa,33.867,135.767,River
十津川村,とつかわむら,Totsukawa Mura,33.983,135.800,Municipality
戸蔦別岳,とったべつだけ,Tottabetsu Dake,42.733,142.700,Mountain
鳥取県,とっとりけん,Tottori Ken,35.500,134.233,Municipality
鳥取市,とっとりし,Tottori Shi,35.500,134.217,Municipality
トウロ,トウロ,Touro,45.317,148.417,Populated area
十和田湖,とわだこ,Towada Ko,40.467,140.883,Lake
十和田市,とわだし,Towada Shi,40.617,141.200,Municipality
洞爺湖,とうやこ,Toya Ko,42.617,140.850,Lake
洞爺湖町,とうやこちょう,Toyako Cho,42.550,140.767,Municipality
富山県,とやまけん,Toyama Ken,36.700,137.217,Municipality
富山市,とやまし,Toyama Shi,36.700,137.217,Municipality
富山深海長谷,とやましんかいちょうこく,Toyama Shinkai-Chokoku,39.033,137.283,Undersea feature
富山深海扇状地,とやましんかいせんじょうち,Toyama Shinkai-Senjochi,39.167,137.333,Undersea feature
富山舟状海盆,とやましゅうじょうかいぼん,Toyama Shujokaibon,37.817,137.733,Undersea feature
富山湾,とやまわん,Toyama Wan,36.867,137.183,Sea Area
東洋町,とうようちょう,Toyo Cho,33.533,134.283,Municipality
豊川,とよがわ,Toyo Gawa,34.783,137.333,River
豊明市,とよあけし,Toyoake Shi,35.050,137.017,Municipality
豊橋市,とよはしし,Toyohashi Shi,34.767,137.383,Municipality
豊平川,とよひらがわ,Toyohira Gawa,43.150,141.450,River
豊川市,とよかわし,Toyokawa Shi,34.833,137.383,Municipality
豊頃町,とよころちょう,Toyokoro Cho,42.800,143.500,Municipality
豊中市,とよなかし,Toyonaka Shi,34.783,135.467,Municipality
豊根村,とよねむら,Toyone Mura,35.150,137.717,Municipality
豊似岳,とよにだけ,Toyoni Dake,42.083,143.233,Mountain
豊似川,とよにがわ,Toyoni Gawa,42.383,143.367,River
豊能町,とよのちょう,Toyono Cho,34.917,135.500,Municipality
豊丘村,とよおかむら,Toyooka Mura,35.550,137.900,Municipality
豊岡市,とよおかし,Toyooka Shi,35.550,134.817,Municipality
豊郷町,とよさとちょう,Toyosato Cho,35.200,136.233,Municipality
豊田市,とよたし,Toyota Shi,35.083,137.150,Municipality
豊玉,とよたま,Toyotama,34.400,129.317,Populated area
豊富町,とよとみちょう,Toyotomi Cho,45.100,141.783,Municipality
豊浦町,とようらちょう,Toyoura Cho,42.583,140.717,Municipality
豊山町,とよやまちょう,Toyoyama Cho,35.250,136.917,Municipality
戸沢村,とざわむら,Tozawa Mura,38.733,140.150,Municipality
津市,つし,Tsu Shi,34.717,136.500,Municipality
燕岳,つばくろだけ,Tsubakuro Dake,36.400,137.717,Mountain
燕市,つばめし,Tsubame Shi,37.667,138.883,Municipality
津幡町,つばたまち,Tsubata Machi,36.667,136.733,Municipality
津別町,つべつちょう,Tsubetsu Cho,43.700,144.017,Municipality
土浦市,つちうらし,Tsuchiura Shi,36.083,140.200,Municipality
津軽半島,つがるはんとう,Tsugaru Hanto,41.033,140.500,Extensive natural feature
津軽平野,つがるへいや,Tsugaru Heiya,40.833,140.433,Extensive natural feature
津軽海峡,つがるかいきょう,Tsugaru Kaikyo,41.600,140.783,Sea Area
つがる市,つがるし,Tsugaru Shi,40.817,140.383,Municipality
津堅島,つけんじま,Tsuken Jima,26.250,127.933,Island
築島,つきしま,Tsuki Shima,31.483,131.383,Island
月形町,つきがたちょう,Tsukigata Cho,43.333,141.667,Municipality
月見海山,つきみかいざん,Tsukimi Kaizan,22.083,141.967,Undersea feature
筑波山,つくばさん,Tsukuba San,36.233,140.100,Mountain
つくば市,つくばし,Tsukuba Shi,36.083,140.083,Municipality
つくばみらい市,つくばみらいし,Tsukubamirai Shi,35.967,140.033,Municipality
津久見市,つくみし,Tsukumi Shi,33.067,131.867,Municipality
津倉瀬,つくらせ,Tsukura Se,31.317,129.733,Island
筑紫平野,つくしへいや,Tsukushi Heiya,33.283,130.450,Extensive natural feature
筑紫山地,つくしさんち,Tsukushi Sanchi,33.500,130.700,Extensive natural feature
嬬恋村,つまごいむら,Tsumagoi Mura,36.517,138.533,Municipality
爪木崎,つめきざき,Tsumeki Zaki,34.650,138.983,Cape
津奈木町,つなぎまち,Tsunagi Machi,32.233,130.433,Municipality
津南町,つなんまち,Tsunan Machi,37.017,138.650,Municipality
常神岬,つねかみみさき,Tsunekami Misaki,35.650,135.817,Cape
津野町,つのちょう,Tsuno Cho,33.450,133.200,Municipality
都農町,つのちょう,Tsuno Cho,32.250,131.567,Municipality
角島,つのしま,Tsuno Shima,34.350,130.867,Island
つりがね星海山,つりがねぼしかいざん,Tsuriganeboshi Kaizan,19.233,136.800,Undersea feature
釣掛埼,つりかけざき,Tsurikake Zaki,31.617,129.683,Cape
都留市,つるし,Tsuru Shi,35.550,138.900,Municipality
敦賀市,つるがし,Tsuruga Shi,35.650,136.050,Municipality
敦賀湾,つるがわん,Tsuruga Wan,35.717,136.050,Sea Area
鶴ヶ島市,つるがしまし,Tsurugashima Shi,35.933,139.400,Municipality
つるぎ町,つるぎちょう,Tsurugi Cho,34.033,134.067,Municipality
剱岳,つるぎだけ,Tsurugi Dake,36.617,137.617,Mountain
剣山,つるぎさん,Tsurugi San,33.850,134.100,Mountain
剱崎,つるぎざき,Tsurugi Zaki,35.133,139.683,Cape
鶴居村,つるいむら,Tsurui Mura,43.233,144.317,Municipality
鶴見岳,つるみだけ,Tsurumi Dake,33.283,131.433,Mountain
鶴御崎,つるみさき,Tsurumi Saki,32.933,132.083,Cape
鶴岡市,つるおかし,Tsuruoka Shi,38.733,139.833,Municipality
鶴崎,つるさき,Tsurusaki,33.250,131.683,Populated area
鶴田町,つるたまち,Tsuruta Machi,40.767,140.433,Municipality
対馬,つしま,Tsushima,34.400,129.417,Island
対馬海盆,つしまかいぼん,Tsushima Kaibon,36.500,131.000,Undersea feature
対馬海峡,つしまかいきょう,Tsushima Kaikyo,34.083,129.350,Sea Area
対馬市,つしまし,Tsushima Shi,34.200,129.283,Municipality
津島市,つしまし,Tsushima Shi,35.183,136.733,Municipality
津田,つた,Tsuta,34.367,132.183,Populated area
豆酘,つつ,Tsutsu,34.117,129.183,Populated area
堤川,つつみがわ,Tsutsumi Gawa,40.833,140.767,River
津和野町,つわのちょう,Tsuwano Cho,34.550,131.833,Municipality
津山市,つやまし,Tsuyama Shi,35.067,134.000,Municipality
津崎鼻,つざきばな,Tsuzaki Bana,33.400,129.667,Cape
宇部市,うべし,Ube Shi,33.950,131.250,Municipality
産山村,うぶやまむら,Ubuyama Mura,33.000,131.217,Municipality
内子町,うちこちょう,Uchiko Cho,33.533,132.650,Municipality
内灘町,うちなだまち,Uchinada Machi,36.650,136.650,Municipality
内浦湾,うちうらわん,Uchiura Wan ,42.350,140.633,Sea Area
噴火湾,ふんかわん,Funka Wan,42.350,140.633,Sea Area
内山峠,うちやまとうげ,Uchiyama Toge,36.217,138.617,Pass
宇陀市,うだし,Uda Shi,34.533,135.950,Municipality
鵜渡根島,うどねじま,Udone Jima,34.467,139.300,Island
植田,うえだ,Ueda,36.917,140.800,Populated area
上田海嶺,うえだかいれい,Ueda Kairei,27.417,144.233,Undersea feature
上田市,うえだし,Ueda Shi,36.400,138.250,Municipality
上野村,うえのむら,Ueno Mura,36.083,138.783,Municipality
上野原市,うえのはらし,Uenohara Shi,35.633,139.117,Municipality
ウエンシリ岳,ウエンシリだけ,Uenshiri Dake,44.233,142.883,Mountain
ウガミ海山,ウガミかいざん,Ugami Kaizan,29.100,132.150,Undersea feature
有家川,うげがわ,Uge Gawa,40.317,141.783,River
羽後町,うごまち,Ugo Machi,39.200,140.417,Municipality
鵜来島,うぐるしま,Uguru Shima,32.800,132.483,Island
宇治群島,うじぐんとう,Uji Gunto,31.250,129.450,Extensive natural feature
宇治島,うじじま,Uji Jima,31.200,129.467,Island
宇治市,うじし,Uji Shi,34.883,135.800,Municipality
宇治向島,うじむかえじま,Ujimukae Jima,31.183,129.450,Island
宇治田原町,うじたわらちょう,Ujitawara Cho,34.850,135.850,Municipality
請島,うけじま,Uke Jima,28.033,129.233,Island
請海山,うけかいざん,Uke Kaizan,27.617,131.750,Undersea feature
請戸川,うけどがわ,Ukedo Gawa,37.483,141.033,River
宇検村,うけんそん,Uken Son,28.283,129.300,Municipality
宇城市,うきし,Uki Shi,32.650,130.683,Municipality
うきは市,うきはし,Ukiha Shi,33.350,130.750,Municipality
ウコタキヌプリ,ウコタキヌプリ,Ukotaki Nupuri,43.217,143.800,Mountain
宇久島,うくじま,Uku Jima,33.267,129.117,Island
馬路村,うまじむら,Umaji Mura,33.550,134.050,Municipality
宇美町,うみまち,Umi Machi,33.567,130.517,Municipality
海別岳,うなべつだけ,Unabetsu Dake,43.883,144.883,Mountain
宇那利崎,うなりざき,Unari Zaki,24.433,123.767,Cape
雲南市,うんなんし,Unnan Shi,35.300,132.900,Municipality
鵜の尾崎,うのおざき,Unoo Zaki,37.817,140.983,Cape
雲辺寺山,うんぺんじさん,Unpenji San,34.033,133.717,Mountain
雲仙岳,うんぜんだけ,Unzen Dake,32.767,130.300,Mountain
雲仙市,うんぜんし,Unzen Shi,32.833,130.183,Municipality
魚野川,うおのがわ,Uono Gawa,37.283,138.850,River
魚沼市,うおぬまし,Uonuma Shi,37.233,138.967,Municipality
魚釣島,うおつりしま,Uotsuri Shima,25.750,123.467,Island
魚津市,うおづし,Uozu Shi,36.833,137.417,Municipality
ウペペサンケ山,ウペペサンケやま,Upepesanke Yama,43.383,143.083,Mountain
浦賀水道,うらがすいどう,Uraga Suido,35.217,139.783,Sea Area
浦原海山,うらはらかいざん,Urahara Kaizan,28.633,131.833,Undersea feature
浦幌町,うらほろちょう,Urahoro Cho,42.817,143.667,Municipality
浦幌川,うらほろがわ,Urahoro Gawa,42.733,143.667,River
浦河町,うらかわちょう,Urakawa Cho,42.167,142.767,Municipality
浦添市,うらそえし,Urasoe Shi,26.250,127.717,Municipality
浦臼町,うらうすちょう,Urausu Cho,43.433,141.817,Municipality
浦安市,うらやすし,Urayasu Shi,35.650,139.900,Municipality
嬉野市,うれしのし,Ureshino Shi,33.133,130.067,Municipality
売木村,うるぎむら,Urugi Mura,35.267,137.717,Municipality
うるま市,うるまし,Uruma Shi,26.383,127.850,Municipality
得茂別湖,うるもんべつこ,Urumonbetsu Ko,44.617,147.200,Lake
雨竜町,うりゅうちょう,Uryu Cho,43.650,141.883,Municipality
雨竜川,うりゅうがわ,Uryu Gawa,43.633,141.917,River
宇佐,うさ,Usa,33.450,133.433,Populated area
宇佐市,うさし,Usa Shi,33.533,131.350,Municipality
牛久市,うしくし,Ushiku Shi,35.983,140.150,Municipality
牛廻山,うしまわしやま,Ushimawashi Yama,33.950,135.633,Mountain
後島,うしろじま,Ushirojima,27.500,142.217,Island
有珠山,うすざん,Usu Zan,42.550,140.833,Mountain
雨水平頂海山,うすいへいちょうかいざん,Usui Heichokaizan,23.217,141.433,Undersea feature
碓氷峠,うすいとうげ,Usui Toge,36.350,138.650,Pass
臼杵市,うすきし,Usuki Shi,33.133,131.800,Municipality
臼杵湾,うすきわん,Usuki Wan,33.150,131.850,Sea Area
歌志内市,うたしないし,Utashinai Shi,43.517,142.033,Municipality
歌代平頂海山,うたしろへいちょうかいざん,Utashiro Heichokaizan,22.133,155.333,Undersea feature
宇多津町,うたづちょう,Utazu Cho,34.317,133.833,Municipality
宇土半島,うとはんとう,Uto Hanto,32.650,130.567,Extensive natural feature
宇土市,うとし,Uto Shi,32.683,130.667,Municipality
ウトロ,ウトロ,Utoro,44.067,145.000,Populated area
欝岳,うつだけ,Utsu Dake,44.300,143.083,Mountain
空木岳,うつぎだけ,Utsugi Dake,35.717,137.817,Mountain
内海,うつみ,Utsumi,34.350,133.283,Populated area
宇都宮市,うつのみやし,Utsunomiya Shi,36.550,139.883,Municipality
宇津ノ谷峠,うつのやとうげ,Utsunoya Toge,34.933,138.300,Pass
宇和海,うわかい,Uwa Kai,33.283,132.300,Sea Area
宇和島市,うわじまし,Uwajima Shi,33.217,132.567,Municipality
卯月海山,うづきかいざん,Uzuki Kaizan,23.767,134.600,Undersea feature
和田岬,わだみさき,Wada Misaki,34.650,135.183,Cape
和田峠,わだとうげ,Wada Toge,36.150,138.150,Pass
和泊町,わどまりちょう,Wadomari Cho,27.400,128.650,Municipality
和賀岳,わがだけ,Waga Dake,39.567,140.750,Mountain
和賀川,わがかわ,Waga Kawa,39.267,141.117,River
涌蓋山,わいたざん,Waita Zan,33.133,131.167,Mountain
輪島市,わじまし,Wajima Shi,37.383,136.900,Municipality
若松島,わかまつじま,Wakamatsu Jima,32.900,129.017,Island
若宮島,わかみやじま,Wakamiya Jima,33.867,129.683,Island
若狭町,わかさちょう,Wakasa Cho,35.550,135.900,Municipality
若桜町,わかさちょう,Wakasa Cho,35.333,134.400,Municipality
若狭湾,わかさわん,Wakasa Wan,35.717,135.650,Sea Area
和歌山県,わかやまけん,Wakayama Ken,34.233,135.167,Municipality
和歌山市,わかやまし,Wakayama Shi,34.233,135.167,Municipality
和気町,わけちょう,Wake Cho,34.800,134.150,Municipality
和木町,わきちょう,Waki Cho,34.200,132.217,Municipality
稚内市,わっかないし,Wakkanai Shi,45.417,141.667,Municipality
和光市,わこうし,Wako Shi,35.783,139.600,Municipality
和倉,わくら,Wakura,37.083,136.917,Populated area
涌谷町,わくやちょう,Wakuya Cho,38.533,141.133,Municipality
湾海山,わんかいざん,Wan Kaizan,28.550,132.283,Undersea feature
鰐塚山,わにつかやま,Wanitsuka Yama,31.767,131.267,Mountain
輪之内町,わのうちちょう,Wanouchi Cho,35.283,136.633,Municipality
蕨市,わらびし,Warabi Shi,35.833,139.683,Municipality
鷲ヶ巣山,わしがすやま,Washigasu Yama,38.217,139.667,Mountain
鷲ヶ岳,わしがたけ,Washigatake,35.933,136.967,Mountain
和寒町,わっさむちょう,Wassamu Cho,44.017,142.417,Municipality
渡波,わたのは,Watanoha,38.417,141.367,Populated area
度会町,わたらいちょう,Watarai Cho,34.433,136.617,Municipality
渡良瀬川,わたらせがわ,Watarase Gawa,36.150,139.700,River
亘理町,わたりちょう,Watari Cho,38.033,140.850,Municipality
渡り瀬,わたりせ,Watari Se,34.067,138.933,Undersea feature
和束町,わづかちょう,Wazuka Cho,34.800,135.900,Municipality
矢部川,やべがわ,Yabe Gawa,33.083,130.417,River
矢部海山群,やべかいざんぐん,Yabe Kaizangun,22.983,155.433,Undersea feature
八重干瀬,やびじ,Yabiji,25.017,125.283,Extensive natural feature
養父市,やぶし,Yabu Shi,35.400,134.767,Municipality
藪入海山,やぶいりかいざん,Yabuiri Kaizan,21.600,141.733,Undersea feature
矢吹町,やぶきまち,Yabuki Machi,37.200,140.333,Municipality
八街市,やちまたし,Yachimata Shi,35.667,140.317,Municipality
八千代,やちよ,Yachiyo,34.617,132.600,Populated area
八千代町,やちよまち,Yachiyo Machi,36.183,139.883,Municipality
八千代市,やちよし,Yachiyo Shi,35.717,140.100,Municipality
八重岳,やえだけ,Yae Dake,26.633,127.933,Mountain
八重山,やえやま,Yae Yama,31.733,130.450,Mountain
八重瀬町,やえせちょう,Yaese Cho,26.167,127.717,Municipality
八重山列島,やえやまれっとう,Yaeyama Retto,24.117,123.600,Extensive natural feature
焼尻島,やぎしりとう,Yagishiri To,44.433,141.400,Island
矢巾町,やはばちょう,Yahaba Cho,39.600,141.150,Municipality
矢作川,やはぎがわ,Yahagi Gawa,34.817,136.967,River
矢筈岳,やはずだけ,Yahazu Dake,32.117,130.400,Mountain
弥彦村,やひこむら,Yahiko Mura,37.683,138.850,Municipality
弥彦山,やひこやま,Yahiko Yama,37.700,138.817,Mountain
八方ヶ岳,やほうがたけ,Yahogatake,33.067,130.833,Mountain
矢板市,やいたし,Yaita Shi,36.800,139.917,Municipality
焼津市,やいづし,Yaizu Shi,34.867,138.317,Municipality
屋嘉比海山,やかびかいざん,Yakabi Kaizan,21.550,125.250,Undersea feature
矢掛町,やかげちょう,Yakage Cho,34.633,133.583,Municipality
焼岳,やけだけ,Yake Dake,36.233,137.583,Mountain
焼山,やけやま,Yake Yama,39.967,140.750,Mountain
焼山,やけやま,Yake Yama,36.917,138.033,Mountain
焼石岳,やけいしだけ,Yakeishi Dake,39.167,140.833,Mountain
焼山,やきやま,Yaki Yama,45.017,147.867,Mountain
駅館川,やっかんがわ,Yakkan Gawa,33.583,131.367,River
屋久島,やくしま,Yaku Shima,30.350,130.517,Island
八雲町,やくもちょう,Yakumo Cho,42.250,140.267,Municipality
薬師岳,やくしだけ,Yakushi Dake,36.467,137.550,Mountain
